current experiment,numberr1,r2,h,j1,j2,overall entropy,,,,,,,,
,,,,,,,,,,,,,,
experiment_one,1,15,-1,1,0,0.015795857,,,,,,,,
,,,,,,,,,,,,,,
0.008869136,0.495535802,0.74331358,0.825906173,0.867202469,0.891980247,0.908498765,0.920297707,0.929146914,0.93602963,0.941535802,0.946040853,0.949795062,0.9529717,0.955694533
,,,,,,,,,,,,,,
0,-1.197685463,-1.934429187,-2.196360149,-2.330176087,-2.411353266,-2.465835798,-2.504928714,-2.534344473,-2.557280056,-2.575664086,-2.590729011,-2.603299194,-2.613946899,-2.623081803
,,,,,,,,,,,,,,
0.031591714,1.229277177,1.966020901,2.227951863,2.361767801,2.44294498,2.497427512,2.536520428,2.565936187,2.58887177,2.6072558,2.622320725,2.634890908,2.645538613,2.654673517
,,,,,,,,,,,,,,
current experiment,numberr1,r2,h,j1,j2,overall entropy,,,,,,,,
,,,,,,,,,,,,,,
experiment_one,3,15,-1,1,0,0.04552011,,,,,,,,
,,,,,,,,,,,,,,
0.030869136,0.484202469,0.726424691,0.807165432,0.848646914,0.871758025,0.888646914,0.900075485,0.909202469,0.91531358,0.920202469,0.92541459,0.928276543,0.931381956,0.934361199
,,,,,,,,,,,,,,
0,0,0,0,0.005104673,0,0.003553322,0.00309465,0.005104673,0.002469011,0,0.003841188,0,0,0.001657361
,,,,,,,,,,,,,,
0.091040221,0.091040221,0.091040221,0.091040221,0.085935548,0.091040221,0.087486899,0.087945571,0.085935548,0.088571209,0.091040221,0.087199032,0.091040221,0.091040221,0.08938286
,,,,,,,,,,,,,,
current experiment,numberr1,r2,h,j1,j2,overall entropy,,,,,,,,
,,,,,,,,,,,,,,
experiment_one,6,15,-2,1,0,0.098039113,,,,,,,,
,,,,,,,,,,,,,,
0.0784,0.4584,0.692844444,0.769511111,0.804511111,0.831733333,0.843955556,0.854907937,0.863677778,0.870745679,0.8764,0.879814141,0.88377037,0.885750427,0.889828571
,,,,,,,,,,,,,,
