current experiment,numberr1,r2,h,j1,j2,overall entropy,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
experiment_one,1,15,-1,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0,0.5,0.75,0.833333333,0.875,0.9,0.916666667,0.928571429,0.9375,0.944444444,0.95,0.954545455,0.958333333,0.961538462,0.964285714,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0,0.261624072,0.763566075,0.959314343,1.061801268,1.12469792,1.167199073,1.197831703,1.220954696,1.239026533,1.253538647,1.265448143,1.275397338,1.283833308,1.291076812,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0,0.261624072,0.763566075,0.959314343,1.061801268,1.12469792,1.167199073,1.197831703,1.220954696,1.239026533,1.253538647,1.265448143,1.275397338,1.283833308,1.291076812,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
current experiment,numberr1,r2,h,j1,j2,overall entropy,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
experiment_one,3,15,-1,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0,0.5,0.75,0.833333333,0.875,0.9,0.916666667,0.928571429,0.9375,0.944444444,0.95,0.954545455,0.958333333,0.961538462,0.964285714,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0,0.261624072,0.763566075,0.959314343,1.061801268,1.12469792,1.167199073,1.197831703,1.220954696,1.239026533,1.253538647,1.265448143,1.275397338,1.283833308,1.291076812,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0,0.261624072,0.763566075,0.959314343,1.061801268,1.12469792,1.167199073,1.197831703,1.220954696,1.239026533,1.253538647,1.265448143,1.275397338,1.283833308,1.291076812,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
current experiment,numberr1,r2,h,j1,j2,overall entropy,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
experiment_one,6,15,-2,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
